연번,전체기관명,도로명주소
286,경찰청 경기도남부경찰청 안양만안경찰서,경기도 안양시 만안구 냉천로 63
287,경찰청 경기도남부경찰청 안양만안경찰서 명학지구대,경기도 안양시 만안구 안양로 170번길20
288,경찰청 경기도남부경찰청 안양만안경찰서 박달지구대,경기도 안양시 만안구 박달로 492
289,경찰청 경기도남부경찰청 안양만안경찰서 석수지구대,경기도 안양시 만안구 경수대로 1161
290,경찰청 경기도남부경찰청 안양만안경찰서 안양지구대,경기도 안양시 만안구 병목안로 56
291,경찰청 경기도남부경찰청 양평경찰서,경기도 양평군 옥천면 고읍로 88
292,경찰청 경기도남부경찰청 양평경찰서 강상파출소,경기도 양평군 강상면 양평대교길 91
293,경찰청 경기도남부경찰청 양평경찰서 강하파출소,경기도 양평군 강하면 운심길 46
294,경찰청 경기도남부경찰청 양평경찰서 개군파출소,경기도 양평군 개군면 하자포길 25
295,경찰청 경기도남부경찰청 양평경찰서 단월파출소,경기도 양평군 단월면 재인동길 2-6
296,경찰청 경기도남부경찰청 양평경찰서 서종파출소,경기도 양평군 서종면 무내미길 45
297,경찰청 경기도남부경찰청 양평경찰서 양근지구대,경기도 양평군 양평읍 해오름길 11
298,경찰청 경기도남부경찰청 양평경찰서 양동파출소,경기도 양평군 양동면 학둔지아래길 72
299,경찰청 경기도남부경찰청 양평경찰서 양서파출소,경기도 양평군 양서면 양수로 152번길 6
300,경찰청 경기도남부경찰청 양평경찰서 옥천파출소,경기도 양평군 옥천면 옥천길 27
301,경찰청 경기도남부경찰청 양평경찰서 용문파출소,경기도 양평군 용문면 용문역길 71
302,경찰청 경기도남부경찰청 양평경찰서 지평파출소,경기도 양평군 지평면 지평의병로 91
303,경찰청 경기도남부경찰청 양평경찰서 청운파출소,경기도 양평군 청운면 용두로 140
304,경찰청 경기도남부경찰청 여주경찰서,경기도 여주시 세종로 50
305,경찰청 경기도남부경찰청 여주경찰서 가남파출소,경기도 여주시 가남읍 태평2길 23
306,경찰청 경기도남부경찰청 여주경찰서 강천파출소,경기도 여주시 강천면 강문로 566
307,경찰청 경기도남부경찰청 여주경찰서 금사파출소,경기도 여주시 금사면 이포로 41
308,경찰청 경기도남부경찰청 여주경찰서 능서파출소,경기도 여주시 능서면 마장로 61
309,경찰청 경기도남부경찰청 여주경찰서 대신파출소,경기도 여주시 대신면 여양로 1436
310,경찰청 경기도남부경찰청 여주경찰서 북내파출소,경기도 여주시 북내면 여양2로 300
311,경찰청 경기도남부경찰청 여주경찰서 산북파출소,경기도 여주시 산북면 금품1로 2
312,경찰청 경기도남부경찰청 여주경찰서 점동파출소,경기도 여주시 점동면 청안로118
313,경찰청 경기도남부경찰청 여주경찰서 홍문지구대,경기도 여주시 세종로2
314,경찰청 경기도남부경찰청 여주경찰서 흥천파출소,경기도 여주시 흥천면 효자로 144
315,경찰청 경기도남부경찰청 오산경찰서,경기도 오산시 동부대로 596
316,경찰청 경기도남부경찰청 오산경찰서 궐동지구대,경기도 오산시 오산로 371
317,경찰청 경기도남부경찰청 오산경찰서 세교지구대,경기도 오산시 세마역로 5
318,경찰청 경기도남부경찰청 오산경찰서 오산지구대,경기도 오산시 운암로 11
319,경찰청 경기도남부경찰청 오산경찰서 중앙파출소,경기도 오산시 오산로 221
320,경찰청 경기도남부경찰청 용인동부경찰서,경기도 용인시 처인구 금학로 143
321,경찰청 경기도남부경찰청 용인동부경찰서 고매파출소,경기도 용인시 기흥구 동탄기흥로 715
322,경찰청 경기도남부경찰청 용인동부경찰서 구갈지구대,경기도 용인시 기흥구 관곡로 41
323,경찰청 경기도남부경찰청 용인동부경찰서 남사파출소,경기도 용인시 처인구 남사면 처인성로 185번길 13
324,경찰청 경기도남부경찰청 용인동부경찰서 동백지구대,경기도 용인시 기흥구 동백6로 37
325,경찰청 경기도남부경찰청 용인동부경찰서 동부파출소,경기도 용인시 처인구 경안천로 16
326,경찰청 경기도남부경찰청 용인동부경찰서 모현파출소,경기도 용인시 처인구 백옥대로 2372
327,경찰청 경기도남부경찰청 용인동부경찰서 백암파출소,경기도 용인시 처인구 백암로 201번길 9
328,경찰청 경기도남부경찰청 용인동부경찰서 보라파출소,경기도 용인시 기흥구 한보라 1로 42-3
329,경찰청 경기도남부경찰청 용인동부경찰서 상갈파출소,경기도 용인시 기흥구 중부대로 380
330,경찰청 경기도남부경찰청 용인동부경찰서 서천파출소,경기도 용인시 기흥구 서천로 117번길 1
331,경찰청 경기도남부경찰청 용인동부경찰서 양지파출소,경기도 용인시 처인구 양지로 165
332,경찰청 경기도남부경찰청 용인동부경찰서 원삼파출소,경기도 용인시 처인구 원삼면 고당로 15번길 1
333,경찰청 경기도남부경찰청 용인동부경찰서 이동파출소,경기도 용인시 처인구 이동면 경기동로 688
334,경찰청 경기도남부경찰청 용인동부경찰서 중앙지구대,경기도 용인시 처인구 금령로 18
335,경찰청 경기도남부경찰청 용인동부경찰서 포곡파출소,경기도 용인시 처인구 포곡로 278번길 3
336,경찰청 경기도남부경찰청 용인동부경찰서 흥덕파출소,경기도 용인시 기흥구 흥덕2로 8번길 1
337,경찰청 경기도남부경찰청 용인서부경찰서,경기도 용인시 기흥구 용구대로 2469번길 32
338,경찰청 경기도남부경찰청 용인서부경찰서 구성파출소,경기도 용인시 기흥구 구성로 68
339,경찰청 경기도남부경찰청 용인서부경찰서 보정지구대,경기도 용인시 기흥구 보정로 110
340,경찰청 경기도남부경찰청 용인서부경찰서 상현지구대,경기도 용인시 수지구 심곡로 7
341,경찰청 경기도남부경찰청 용인서부경찰서 수지지구대,경기도 용인시 수지구 풍덕천로190번길 18
342,경찰청 경기도남부경찰청 용인서부경찰서 신봉파출소,경기도 용인시 수지로 195
343,경찰청 경기도남부경찰청 용인서부경찰서 죽전파출소,경기도 용인시 수지구 현암로 22
344,경찰청 경기도남부경찰청 의왕경찰서,경기도 의왕시 오봉로 10
345,경찰청 경기도남부경찰청 의왕경찰서 내손지구대,경기도 의왕시 갈미로 77
346,경찰청 경기도남부경찰청 의왕경찰서 부곡파출소,경기도 의왕시 한백이길 3
347,경찰청 경기도남부경찰청 의왕경찰서 의왕지구대,경기도 의왕시 경수대로 352
348,경찰청 경기도남부경찰청 의왕경찰서 청계파출소,경기도 의왕시 안양판교로 227
349,경찰청 경기도남부경찰청 이천경찰서,경기도 이천시 부악로 32
350,경찰청 경기도남부경찰청 이천경찰서 대월파출소,경기도 이천시 대월로803번길 64
351,경찰청 경기도남부경찰청 이천경찰서 마장파출소,경기도 이천시 마장면 오천로 101
352,경찰청 경기도남부경찰청 이천경찰서 모가파출소,경기도 이천시 모가면 진상미로 1305
353,경찰청 경기도남부경찰청 이천경찰서 백사파출소,경기도 이천시 백사면 현방로 62
354,경찰청 경기도남부경찰청 이천경찰서 부발파출소,경기도 이천시 부발읍 무촌로 167-5
355,경찰청 경기도남부경찰청 이천경찰서 설성파출소,경기도 이천시 설성면 설장로17번길 6-1
356,경찰청 경기도남부경찰청 이천경찰서 신둔파출소,경기도 이천시 신둔면 경충대로 3162
357,경찰청 경기도남부경찰청 이천경찰서 아미파출소,경기도 이천시 부발읍 경충대로 2154
358,경찰청 경기도남부경찰청 이천경찰서 율면파출소,경기도 이천시 율면 고당로 144
359,경찰청 경기도남부경찰청 이천경찰서 장호원파출소,경기도 이천시 장호원읍 장감로 70
360,경찰청 경기도남부경찰청 이천경찰서 증포지구대,경기도 이천시 증포동 갈산로 19
361,경찰청 경기도남부경찰청 이천경찰서 창전지구대,경기도 이천시 영창로 171
362,경찰청 경기도남부경찰청 이천경찰서 호법파출소,경기도 이천시 호법면 이섭대천로 547
363,경찰청 경기도남부경찰청 평택경찰서,경기도 평택시 중앙로 67
364,경찰청 경기도남부경찰청 평택경찰서 고덕파출소,경기도 평택시 고덕면 고덕여염9길 3
365,경찰청 경기도남부경찰청 평택경찰서 만호파출소,경기도 평택시 포승읍 평택항로 170
366,경찰청 경기도남부경찰청 평택경찰서 비전지구대,경기도 평택시 평택5로 189
367,경찰청 경기도남부경찰청 평택경찰서 서정지구대,경기도 평택시 서정역로 34
368,경찰청 경기도남부경찰청 평택경찰서 서탄파출소,경기도 평택시 서탄면 서탄로 280
369,경찰청 경기도남부경찰청 평택경찰서 송탄지구대,경기도 평택시 탄현로 343
370,경찰청 경기도남부경찰청 평택경찰서 신장파출소,경기도 평택시 신서로 65
371,경찰청 경기도남부경찰청 평택경찰서 안중파출소,경기도 평택시 안중읍 현화중앙길 71
372,경찰청 경기도남부경찰청 평택경찰서 오성파출소,경기도 평택시 오성면 숙성시장길 71
373,경찰청 경기도남부경찰청 평택경찰서 용이파출소,경기도 평택시 현신4길8
374,경찰청 경기도남부경찰청 평택경찰서 진위파출소,경기도 평택시 진위면 경기대로 1856
375,경찰청 경기도남부경찰청 평택경찰서 청북파출소,경기도 평택시 청북읍 신포길 38
376,경찰청 경기도남부경찰청 평택경찰서 팽성지구대,경기도 평택시 팽성읍 동서촌로 93
377,경찰청 경기도남부경찰청 평택경찰서 평택지구대,경기도 평택시 중앙1로 23
378,경찰청 경기도남부경찰청 평택경찰서 포승파출소,경기도 평택시 포승읍 서동대로 1150
379,경찰청 경기도남부경찰청 평택경찰서 현덕파출소,경기도 평택시 현덕면 안현로 144
380,경찰청 경기도남부경찰청 하남경찰서,경기도 하남시 검단로 27
381,경찰청 경기도남부경찰청 하남경찰서 덕풍지구대,경기도 하남시 덕풍로81번길 13
382,경찰청 경기도남부경찰청 하남경찰서 미사지구대,경기도 하남시 아리수로 567
383,경찰청 경기도남부경찰청 하남경찰서 서부지구대,경기도 하남시 감북로 43
384,경찰청 경기도남부경찰청 하남경찰서 창우파출소,경기도 하남시 대청로 114
385,경찰청 경기도남부경찰청 하남경찰서 하남위례파출소,경기도 하남시 위례학암로14번길 20
386,경찰청 경기도남부경찰청 하남경찰서 하남지구대,경기도 하남시 신장로 66
387,경찰청 경기도남부경찰청 화성동탄경찰서,경기도 화성시 동탄대로13길 70
388,경찰청 경기도남부경찰청 화성동탄경찰서 동탄2지구대,경기도 화성시 동탄영천로 70
389,경찰청 경기도남부경찰청 화성동탄경찰서 동탄3지구대,경기도 화성시 왕배산길 6
390,경찰청 경기도남부경찰청 화성동탄경찰서 동탄지구대,경기도 화성시 노작로 226-1
391,경찰청 경기도남부경찰청 화성동탄경찰서 반월파출소,경기도 화성시 영통로 27번길 25-19
392,경찰청 경기도남부경찰청 화성동탄경찰서 안용파출소,경기도 화성시 용주로 32번길 4
393,경찰청 경기도남부경찰청 화성동탄경찰서 정남파출소,경기도 화성시 정남면 만년로 582
