"시군구명","어린이집코드","어린이집명","어린이집유형","운영현황","우편번호","상세주소","전화번호","팩스번호","홈페이지주소","보육실수","보육실 면적","놀이터수","CCTV총설치수","보육교직원수","정원","현원","시설 위도(좌표값)","시설 경도(좌표값)","통학차량운영여부","인가일자","휴지시작일자","휴지종료일자","폐지일자","데이터기준일자","제공서비스","반수-만0세","반수-만1세","반수-만2세","반수-만3세","반수-만4세","반수-만5세","반수-영아혼합(만0~2세)","반수-유아혼합(만3~5세)","반수-특수장애","반수-총계","아동수-만0세","아동수-만1세","아동수-만2세","아동수-만3세","아동수-만4세","아동수-만5세","아동수-영아혼합(만0~2세)","아동수-유아혼합(만3~5세)","아동수-특수장애","아동수-총계","근속년수-1년미만","근속년수-1년이상~2년미만","근속년수-2년이상~4년미만","근속년수-4년이상~6년미만","근속년수-6년이상","교직원현황-원장","교직원현황-보육교사","교직원현황-특수교사","교직원현황-치료교사","교직원현황-영양사","교직원현황-간호사","교직원현황-간호조무사","교직원현황-조리원","교직원현황-사무직원","교직원현황-총계","데이터수집일"
"송파구","11710000818","송파롯데캐슬어린이집","국공립","정상","05767","서울특별시 송파구 거마로 56 송파시그니처롯데캐슬","02-443-3004","02-443-2004","","6","295","1","26","19","91","91","37.49606822887987","127.14773249280111","미운영","2022-01-07","","","","2022-10-26","장애아통합야간연장","3","2","2","1","1","1","0","0","1","11","9","10","14","15","20","20","0","0","3","91","100","0","0","0","0","1","15","0","0","0","0","0","2","0","19","2022-10-26 22:05:27.0"
"동작구","11590000447","구립까망돌어린이집","국공립","정상","06973","서울특별시 동작구 서달로 129","02-815-1516","02-815-1518","","5","153","1","26","14","51","35","37.5051212964399","126.96061385005933","미운영","2022-01-01","","","","2022-10-26","일반","4","2","2","0","0","0","0","0","0","8","12","10","13","0","0","0","0","0","0","35","100","0","0","0","0","1","11","0","0","0","0","0","1","0","14","2022-10-26 09:19:45.0"
"금천구","11545000344","새길과학놀이터","국공립","정상","08653","서울특별시 금천구 시흥대로12길 82","02-894-5680","","","0","278","0","0","0","0","0","","","","2022-01-01","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:25.0"
"동작구","11590000445","구립숲속자이어린이집","국공립","정상","07056","서울특별시 동작구 여의대방로22길 121","02-823-9447","02-823-9448","","5","242","1","14","16","65","60","37.498840545701114","126.9261649331774","미운영","2022-01-01","","","","2022-10-26","일반","2","2","2","1","0","0","0","1","0","8","6","10","14","11","0","0","0","19","0","60","100","0","0","0","0","1","13","0","0","0","0","0","1","0","16","2022-10-26 09:19:45.0"
"동작구","11590000446","구립한결어린이집","국공립","정상","07055","서울특별시 동작구 여의대방로24길 113","02-824-3351","02-824-3352","","3","101","0","16","13","30","30","37.499273088391455","126.92626063251256","미운영","2022-01-01","","","","2022-10-26","야간연장","3","2","2","0","0","0","0","0","0","7","6","10","14","0","0","0","0","0","0","30","100","0","0","0","0","1","11","0","0","0","0","0","1","0","13","2022-10-26 09:19:45.0"
"성북구","11290000647","이음어린이집","국공립","정상","02730","서울특별시 성북구 숭인로8길 80 111동","02-982-2203","02-982-2204","","4","137","1","15","9","50","42","37.60833188711268","127.0265239556219","미운영","2021-12-20","","","","2022-10-26","야간연장","2","2","2","1","0","0","0","0","0","7","6","10","14","12","0","0","0","0","0","42","100","0","0","0","0","1","7","0","0","0","0","0","1","0","9","2022-10-26 22:02:46.0"
"성북구","11290000648","한울어린이집","국공립","정상","02730","서울특별시 성북구 숭인로8길 80","02-914-0100","02-981-0081","https://www.kidsnote.com","4","137","1","16","11","50","38","37.6071000067383","127.02551274791931","미운영","2021-12-20","","","","2022-10-26","야간연장","2","2","2","1","0","0","0","0","0","7","6","10","14","8","0","0","0","0","0","38","100","0","0","0","0","1","9","0","0","0","0","0","1","0","11","2022-10-26 22:02:46.0"
"송파구","11710000763","송이어린이집","국공립","정상","05676","서울특별시 송파구 송파대로36길 5-8 송파아파트 106호","02-2202-6113","02-2202-6103","","3","114","1","6","8","20","20","37.5003703765","127.1127282724","미운영","2021-12-10","","","","2022-10-26","야간연장","2","1","1","0","0","0","1","0","0","5","4","4","7","0","0","0","5","0","0","20","71","0","29","0","0","1","6","0","0","0","0","0","1","0","8","2022-10-26 22:05:26.0"
"종로구","11110000181","청정원 종로 어린이집","직장","정상","03130","서울특별시 종로구 창경궁로 120 종로플레이스 2층","02-2231-1896","070-4035-6154","","5","219","1","27","15","65","30","37.572961897751824","126.9981888022783","미운영","2021-12-01","","","","2022-10-26","일반","0","2","1","2","2","2","0","0","0","9","0","8","2","8","4","8","0","0","0","30","100","0","0","0","0","1","11","0","0","0","0","0","2","0","15","2022-10-26 22:01:35.0"
"은평구","11380000681","구립 진달래어린이집","국공립","정상","03302","서울특별시 은평구 진관3로 70 827동","02-355-5525","02-355-5526","","4","79","1","8","7","30","13","37.64267323180988","126.92277093907015","미운영","2021-12-01","","","","2022-10-26","야간연장","3","1","0","0","0","0","2","0","0","6","9","0","0","0","0","0","4","0","0","13","100","0","0","0","0","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:03:25.0"
"은평구","11380000680","구립 e편안한어린이집","국공립","정상","03475","서울특별시 은평구 백련산로 112","02-354-5279","02-354-5280","","4","101","1","8","9","37","34","37.59535390509565","126.92361250515401","미운영","2021-12-01","","","","2022-10-26","야간연장","0","3","2","1","0","0","0","0","0","6","0","15","13","6","0","0","0","0","0","34","100","0","0","0","0","1","7","0","0","0","0","0","0","0","9","2022-10-26 22:03:25.0"
"동대문구","11230000495","청계포레어린이집","국공립","정상","02587","서울특별시 동대문구 무학로 89 (청계포레센트럴아파트)","02-6212-0770","","","5","250","1","16","12","74","72","37.566470","126.977963","미운영","2021-12-01","","","","2022-06-15","일반","0","2","2","1","1","1","0","0","0","7","0","8","14","15","19","16","0","0","0","72","100","0","0","0","0","1","9","0","0","0","0","0","1","0","12","2022-06-15 09:29:56.0"
"은평구","11380000678","구립 DMC물치어린이집","국공립","정상","03505","서울특별시 은평구 수색로 216","02-6952-7517","0504-328-5033","","6","170","1","25","16","49","47","37.581172940228726","126.90032791425577","미운영","2021-12-01","","","","2022-10-26","야간연장","3","3","3","1","0","0","0","0","0","10","9","14","14","10","0","0","0","0","0","47","100","0","0","0","0","1","13","0","0","0","0","0","1","0","16","2022-10-26 22:03:25.0"
"중구","11140000118","농협중앙회 별관 어린이집","직장","정상","04516","서울특별시 중구 새문안로 16 농협중앙회 별관 2층","02-2080-8135","","","3","139","0","12","11","40","26","37.56631941482","126.96772109776006","미운영","2021-11-18","","","","2022-10-26","일반","0","3","2","0","0","0","0","2","0","7","0","10","8","0","0","0","0","8","0","26","100","0","0","0","0","1","8","0","0","0","0","0","2","0","11","2022-10-26 06:18:44.0"
"강남구","11680000505","강남데시앙포레어린이집","국공립","정상","06362","서울특별시 강남구 광평로34길 55 강남데시앙포레 아파트 키즈센터1층","02-459-2525","","","9","265","1","16","18","91","40","37.48356746310779","127.09425367351625","미운영","2021-11-18","","","","2022-10-26","야간연장","4","2","2","0","0","0","2","0","0","10","12","8","13","0","0","0","7","0","0","40","100","0","0","0","0","1","14","0","0","0","0","0","2","0","18","2022-10-26 09:13:35.0"
"서초구","11650000462","스마트 서리풀노리학교","국공립","정상","06675","서울특별시 서초구 방배천로24길 8 1층","02-523-9340","","","0","242","0","0","0","0","0","","","","2021-11-16","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:05:05.0"
"은평구","11380000679","구립 신사랑어린이집","국공립","정상","03435","서울특별시 은평구 갈현로5길 25-19","02-374-0106","02-6941-0106","https://cafe.naver.com/withshinsa","5","188","1","24","13","60","29","37.60160757518888","126.90886184490783","미운영","2021-11-11","","","","2022-10-26","야간연장","4","2","1","0","0","0","0","0","0","7","12","10","7","0","0","0","0","0","0","29","100","0","0","0","0","1","11","0","0","0","0","0","1","0","13","2022-10-26 22:03:25.0"
"송파구","11710000816","아가세상어린이집","가정","정상","05846","서울특별시 송파구 위례송파로 123 1711동 101호","02-406-5955","","","3","64","0","4","7","20","20","37.48584944725292","127.14882043661532","미운영","2021-11-04","","","","2022-10-26","일반","3","1","1","0","0","0","0","0","0","5","9","5","6","0","0","0","0","0","0","20","100","0","0","0","0","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:05:27.0"
"송파구","11710000815","위례리슈빌어린이집","국공립","정상","05847","서울특별시 송파구 위례송파로 124","02-406-0103","02-407-0106","","5","160","1","21","13","59","54","37.48404991916615","127.14683256805317","미운영","2021-11-03","","","","2022-10-26","야간연장","2","2","2","1","0","0","0","1","0","8","6","9","13","13","0","0","0","13","0","54","100","0","0","0","0","1","11","0","0","0","0","0","1","0","13","2022-10-26 22:05:27.0"
"송파구","11710000817","위례고운별어린이집","가정","정상","05846","서울특별시 송파구 위례송파로 123 1715동 103호","02-407-1243","02-407-1243","https://cafe.naver.com/gounstar1715","3","68","0","4","7","20","20","37.48566147818651","127.14783071958497","미운영","2021-11-03","","","","2022-10-26","일반","1","2","1","0","0","0","0","0","0","4","3","10","7","0","0","0","0","0","0","20","100","0","0","0","0","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:05:27.0"
"강남구","11680000504","래미안라클래시어린이집","국공립","정상","06091","서울특별시 강남구 삼성로 651","02-542-7177","","","5","194","1","19","16","65","46","37.518910047450106","127.05366325012066","미운영","2021-11-01","","","","2022-10-26","야간연장","4","4","2","0","0","0","0","0","0","10","12","20","14","0","0","0","0","0","0","46","100","0","0","0","0","1","13","0","0","0","0","0","1","0","16","2022-10-26 09:13:35.0"
"중랑구","11260000474","키즈어울림어린이집","국공립","정상","02063","서울특별시 중랑구 양원역로 18 108동 107호 (망우동)","02-433-3401","","","3","64","0","6","8","20","20","37.60185770634747","127.10955752867191","미운영","2021-11-01","","","","2022-10-26","일반","2","2","2","0","0","0","1","0","0","7","4","8","8","0","0","0","0","0","0","20","100","0","0","0","0","1","6","0","0","0","0","0","1","0","8","2022-10-26 22:02:35.0"
"서초구","11650000458","서초구립 반포센트레빌어린이집","국공립","정상","06598","서울특별시 서초구 사평대로 310-4","02-536-3104","02-536-3105","","3","87","0","11","10","30","26","37.50343063731091","127.01599160406121","미운영","2021-11-01","","","","2022-10-26","일반","2","3","1","0","0","0","0","0","0","6","6","14","6","0","0","0","0","0","0","26","100","0","0","0","0","1","8","0","0","0","0","0","1","0","10","2022-10-26 22:05:05.0"
"성동구","11200000397","현대글로비스 서울숲 어린이집","직장","정상","04768","서울특별시 성동구 서울숲4길 5","02-462-2111","02-468-3111","","3","58","0","24","7","17","13","37.54777508554885","127.04163928258353","미운영","2021-10-26","","","","2022-10-26","일반","1","0","0","0","0","0","2","1","0","4","3","0","0","0","0","0","7","3","0","13","100","0","0","0","0","1","5","0","0","0","0","0","1","0","7","2022-10-26 22:02:05.0"
"서초구","11650000459","서초지빈어린이집","가정","정상","06802","서울특별시 서초구 청계산로11길 10 101호","02-578-5111","","","2","85","0","3","6","20","13","37.447366072393805","127.05716063023182","미운영","2021-10-15","","","","2022-10-26","일반","3","1","0","0","0","0","0","0","0","4","9","4","0","0","0","0","0","0","0","13","100","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2022-10-26 22:05:05.0"
"서초구","11650000457","서초구립 방배그랑자이어린이집","국공립","정상","06703","서울특별시 서초구 방배로 21 방배그랑자이어린이집","02-523-2044","02-523-2045","","6","255","1","17","15","88","60","37.48254632256565","126.99655156904073","미운영","2021-10-12","","","","2022-10-26","일반","3","2","2","1","1","1","0","0","0","10","9","10","14","12","15","0","0","0","0","60","100","0","0","0","0","1","11","0","0","0","0","0","1","0","15","2022-10-26 22:05:05.0"
"서초구","11650000456","서초구립 서초그랑자이어린이집","국공립","정상","06630","서울특별시 서초구 효령로 391","02-585-0334","","","6","335","1","17","16","88","65","37.48857108453964","127.02677554166155","미운영","2021-10-12","","","","2022-10-26","일반","3","3","2","1","0","0","0","1","0","10","9","15","14","15","0","0","0","12","0","65","100","0","0","0","0","1","13","0","0","0","0","0","1","0","16","2022-10-26 22:05:05.0"
"광진구","11215000361","구립 자양호반써밋어린이집","국공립","정상","05074","서울특별시 광진구 능동로 69 어린이집(자양동자양호반써밋)","02-466-7563","02-466-7563","","3","89","2","11","11","33","32","37.537514751147654","127.06861188272049","미운영","2021-10-01","","","","2022-10-26","야간연장","3","2","2","1","0","0","0","0","0","8","9","10","13","0","0","0","0","0","0","32","100","0","0","0","0","1","9","0","0","0","0","0","0","0","11","2022-10-26 22:02:15.0"
"관악구","11620000567","아이랑 신사점","국공립","정상","08761","서울특별시 관악구 남부순환로 1491 관악가족행복센터 2층 아이랑 신사점","070-4144-7339","","","0","98","0","0","0","0","0","","","","2021-10-01","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:55.0"
"영등포구","11560000494","탁트인 맘스가든","국공립","정상","07347","서울특별시 영등포구 신길로 204 2층","02-833-6022","","","0","383","0","0","0","0","0","","","","2021-10-01","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:36.0"
"송파구","11710000814","마루별어린이집","사회복지법인","정상","05738","서울특별시 송파구 마천로28길 3 1층","02-407-8870","02-6455-8830","","3","121","1","4","12","28","22","37.50214481959609","127.13997640545477","운영","2021-10-01","","","","2022-10-26","일반","3","1","0","0","0","0","2","0","0","6","9","5","0","0","0","0","8","0","0","22","100","0","0","0","0","1","9","0","0","0","0","0","1","0","12","2022-10-26 22:05:26.0"
"구로구","11530000645","구로행복어린이집","직장","정상","08362","서울특별시 구로구 부광로 88 1층","02-6341-2331","02-6341-2333","https://www.puruni.com/skecoplant","3","165","1","13","6","49","10","37.47726864014455","126.81682778984279","미운영","2021-10-01","","","","2022-10-26","일반","0","2","2","0","0","0","0","0","0","4","0","5","5","0","0","0","0","0","0","10","100","0","0","0","0","1","4","0","0","0","0","0","1","0","6","2022-10-26 22:04:15.0"
