연번,지방청,경찰서,관서명,급지,구분,경찰_전화번호,경찰_주소
293,부산청,부산해운대,반석,1,파출소,051-665-0193,부산광역시 해운대구  아랫반송로 6
294,부산청,부산해운대,반송,1,파출소,051-665-0190,부산광역시 해운대구  신반송로 177
295,부산청,부산해운대,반여2·3,1,파출소,051-665-0160,부산광역시 해운대구  재반로 197
296,부산청,부산사상,주례,1,지구대,051-329-0165,부산광역시 사상구  주례로 141
297,부산청,부산사상,학장,1,파출소,051-329-0161,부산광역시 사상구  학감대로 123번길 4
298,부산청,부산사상,감전,1,지구대,051-329-0157,부산광역시 사상구  가야대로 39
299,부산청,부산사상,모라,1,파출소,051-329-0152,부산광역시 사상구  모라로 110번길 101
300,부산청,부산사상,삼덕,1,파출소,051-329-0169,부산광역시 사상구  삼덕로 73번길 46
301,부산청,부산사상,엄궁,1,파출소,051-329-0173,부산광역시 사상구 낙동대로 740
302,부산청,부산금정,부곡,1,지구대,051-514-8505,부산광역시 금정구  부곡로 136 (부곡동) 부곡지구대
303,부산청,부산금정,장전,1,지구대,051-514-8508,부산광역시 금정구  금정로 49 (장전동) 장전지구대
304,부산청,부산금정,범어,1,지구대,051-508-5501,부산광역시 금정구  팔송로39길 56 (남산동) 범어지구대
305,부산청,부산금정,서금,1,지구대,051-522-4787,부산광역시 금정구  반송로 482-1 (금사동) 서금지구대
306,부산청,부산금정,팔송,1,파출소,051-515-3170,부산광역시 금정구  중앙대로 2106 (청룡동) 팔송파출소
307,부산청,부산사하,괴정,1,지구대,051-292-0070,부산광역시 사하구  낙동대로 264
308,부산청,부산사하,하단,1,지구대,051-205-0113,부산광역시 사하구  하신중앙로 316
309,부산청,부산사하,감천,1,지구대,051-208-0112,부산광역시 사하구  감천로103
310,부산청,부산사하,다대,1,지구대,051-265-2322,부산광역시 사하구  다송로 46
311,부산청,부산사하,신평,1,파출소,051-204-2924,부산광역시 사하구  하신중앙로 171
312,부산청,부산사하,장림,1,파출소,051-261-3571,부산광역시 사하구  다대로 239
313,부산청,부산연제,토곡,1,지구대,051-751-0112,부산광역시 연제구 과정로164번길 16
314,부산청,부산연제,연일,1,지구대,051-861-7150,부산광역시 연제구 반송로 18
315,부산청,부산연제,거제,1,지구대,051-862-0042,부산광역시 연제구 거제대로178번길 51-1
316,부산청,부산연제,연산,1,파출소,051-864-3867,부산광역시 연제구 연수로 207-1
317,부산청,부산연제,망미1,1,파출소,051-761-0112,부산광역시 수영구 망미로8번길 74
318,부산청,부산연제,수영망미2,1,파출소,051-752-1120,부산광역시 수영구 수영성로 36-1 (수영동)
319,부산청,부산강서,가락,1,파출소,051-971-8112,부산광역시 강서구  가락대로 1465
320,부산청,부산강서,강동,1,파출소,051-971-1113,부산광역시 강서구  제도로 1191
321,부산청,부산강서,대저,1,파출소,051-971-1112,부산광역시 강서구  대저로 284
322,부산청,부산강서,공항,1,파출소,051-971-0112,부산광역시 강서구  공항진입로 39
323,부산청,부산강서,녹산,1,파출소,051-971-5112,부산광역시 강서구  낙동남로604번길 2-17
324,부산청,부산강서,신호,1,파출소,051-831-1661,부산광역시 강서구 녹산산단335로 12-22
325,부산청,부산강서,명지,1,파출소,051-271-1112,부산광역시 강서구  명지국제2로28번길 13
326,부산청,부산강서,가덕도,1,파출소,051-972-0112,부산광역시 강서구 동선길 134
327,부산청,부산강서,지사,1,파출소,051-971-6112,부산광역시 강서구 과학산단2로20번길 7-20
328,부산청,부산북부,덕천,1,지구대,051-332-6477,부산광역시 북구  금곡대로 66-8
329,부산청,부산북부,구포,1,지구대,051-342-0112,부산광역시 북구  시랑로79번길 3
330,부산청,부산북부,만덕,1,지구대,051-337-0112,부산광역시 북구  은행나무로36번가길 24
331,부산청,부산북부,화명,1,지구대,051-365-0113,부산광역시 북구  용당로 6
332,부산청,부산북부,금곡,1,파출소,051-361-6112,부산광역시 북구  금곡대로 462
333,부산청,부산기장,기장,1,지구대,051-721-2112,부산광역시 기장군 기장읍 차성동로 94-6 
334,부산청,부산기장,일광,1,파출소,051-721-3112,부산광역시 기장군 일광면 일광로 77-15 
335,부산청,부산기장,장안,1,파출소,051-727-0112,부산광역시 기장군 장안읍 해맞이로 5 
336,부산청,부산기장,정관,1,지구대,051-727-3112,부산광역시 기장군 정관읍 용수로 17 
337,부산청,부산기장,철마,1,파출소,051-721-9112,부산광역시 기장군 철마면 철마로 473 
338,대구청,대구중부,서문,1,지구대,053-420-1302,대구광역시 중구  국채보상로 99길 12
339,대구청,대구중부,동덕,1,지구대,053-420-1306,대구광역시 중구 국채보상로 140길 16
340,대구청,대구중부,남산,1,지구대,053-420-1304,대구광역시 중구  달구벌대로 2048
341,대구청,대구중부,중앙,1,파출소,053-420-1311,대구광역시 중구  중앙대로 81길 88
342,대구청,대구동부,큰고개,1,지구대,053-960-3309,대구광역시 동구  효목로19길 143
343,대구청,대구동부,동촌,1,지구대,053-960-3305,대구광역시 동구  해동로 184
344,대구청,대구동부,안심,1,지구대,053-960-3314,대구광역시 동구  반야월로 219
345,대구청,대구동부,남신암,1,지구대,053-960--3304,대구광역시 동구  대현로 126 
346,대구청,대구동부,동대구,1,지구대,053-960-3316,대구광역시 동구  동대구로85길 53 
347,대구청,대구동부,팔공,1,파출소,053-960-3301,대구광역시 동구 팔공로 197길 47
348,대구청,대구동부,공산,1,파출소,053-960-3302,대구광역시 동구 파계로 546
349,대구청,대구동부,봉무불로,1,파출소,053-960-3307,대구광역시 동구 위남로9
350,대구청,대구동부,동내혁신,1,파출소,053-960-3706,대구 동구 동내로 120
351,대구청,대구서부,평산,1,지구대,053-608-3309,대구광역시 서구  달서로26길 1
352,대구청,대구서부,서도,1,지구대,053-608-3307,대구광역시 서구  국채보상로 260
353,대구청,대구서부,이현,1,지구대,053-608-3311,대구광역시 서구  국채보상로 117
354,대구청,대구서부,비원,1,지구대,053-608-3308,대구광역시 서구  고성로 83
355,대구청,대구서부,내당4동,1,파출소,053-608-3303,대구광역시 서구  달구벌대로 1737
356,대구청,대구남부,봉천,1,지구대,053-650-2301,대구광역시 남구  봉덕로 87
357,대구청,대구남부,동대명,1,지구대,053-650-2302,대구광역시 남구  양지로 100
358,대구청,대구남부,서대명,1,파출소,053-650-2303,대구광역시 남구 대명남로 177
359,대구청,대구남부,대명,1,파출소,053-650-2304,대구광역시 남구  두류공원로 113
360,대구청,대구남부,남대명,1,파출소,053-650-2305,대구광역시 남구  대명남로 55
361,대구청,대구북부,노원,1,지구대,053-380-5302,대구광역시 북구  오봉로 122
362,대구청,대구북부,복현,1,지구대,053-380-5303,대구광역시 북구  경진로1길 50
363,대구청,대구북부,고성,1,지구대,053-380-5301,대구광역시 북구  침산로 24
364,대구청,대구북부,산격,1,지구대,053-380-5304,대구광역시 북구  연암로 114
365,대구청,대구수성,고산,1,지구대,053-600-6303,대구광역시 수성구  고산로 150
366,대구청,대구수성,황금,1,지구대,053-600-6318,대구광역시 수성구  청수로 245
367,대구청,대구수성,만촌,1,지구대,053-600-6305,대구광역시 수성구  무열로 111
368,대구청,대구수성,상동,1,지구대,053-600-6312,대구광역시 수성구  들안로 54
369,대구청,대구수성,지산,1,지구대,053-600-6315,대구광역시 수성구  지범로 155
370,대구청,대구수성,범어,1,지구대,053-600-6307,대구광역시 수성구  동대구로 313
371,대구청,대구수성,파동,1,파출소,053-600-6317,대구광역시 수성구  파동로 2길 30
372,대구청,대구달서,월배,1,지구대,053-632-0112,대구광역시 달서구  월배로 108
373,대구청,대구달서,상인,1,지구대,053-638-0112,대구광역시 달서구  상인서로 36
374,대구청,대구달서,송현,1,지구대,053-631-0112,대구광역시 달서구  학산로 184
375,대구청,대구달서,월성,1,파출소,053-635-0112,대구광역시 달서구  월성로 69
376,대구청,대구달서,대곡,1,파출소,053-662-6333,대구광역시 달서구  갈밭로 51
377,대구청,대구성서,신당,1,지구대,053-609-0301,대구광역시 달서구  선원로 62
378,대구청,대구성서,죽전,1,파출소,053-609-0303,대구광역시 달서구  용산로 212
379,대구청,대구성서,성당,1,파출소,053-609-0313,대구광역시 달서구  구마로39길 83-16
380,대구청,대구성서,두류3동,1,파출소,053-609-0312,대구광역시 달서구  야외음악당로 202
381,대구청,대구성서,성서,1,파출소,053-609-0316,대구광역시 달서구  달구벌대로 1327
382,대구청,대구성서,용산,1,파출소,053-609-0315,대구광역시 달서구  선원로 276
383,대구청,대구성서,두류,1,파출소,053-609-0311,대구광역시 달서구  야외음악당로 280
384,대구청,대구성서,감삼,1,파출소,053-609-0318,대구광역시 달서구  달구벌대로 1606
385,대구청,대구달성,가창,1,파출소,053-660-8131,대구광역시 달성군 가창면 가창로 1076
386,대구청,대구달성,공단,1,파출소,053-660-8132,대구광역시 달성군 논공읍 논공중앙로33길 7
387,대구청,대구달성,논공,1,파출소,053-660-8304,대구광역시 달성군 논공읍 비슬로 1788
388,대구청,대구달성,구지,1,파출소,053-660-8303,대구광역시 달성군 구지면 창리로11길 51
389,대구청,대구달성,화남,1,파출소,053-660-8311,대구광역시 달성군 화원읍 비슬로 2480
390,대구청,대구달성,화원,1,파출소,053-660-8312,대구광역시 달성군 화원읍 명천로 100
391,대구청,대구달성,옥포,1,파출소,053-660-8136,대구광역시 달성군 옥포읍 비슬로 2294 
392,대구청,대구달성,다사,1,지구대,053-660-8305,대구광역시 달성군 다사읍 세천로 100 
393,대구청,대구달성,현풍,1,파출소,053-660-8139,대구광역시 달성군 현풍읍 현풍중앙로 70
394,대구청,대구달성,유가,1,파출소,053-660-8307,대구광역시 달성군 유가읍 테크노상업로 99
395,대구청,대구달성,하빈,1,파출소,053-660-8308,대구광역시 달성군 하빈면 달구벌대로 55길 58-4
396,대구청,대구강북,동천,1,지구대,053-380-3192,대구광역시 북구  구암로 157
397,대구청,대구강북,강북,1,지구대,053-380-3191,대구광역시 북구  동암로 171 
398,대구청,대구강북,무태,1,파출소,053-380-3193,대구광역시 북구  서변로 62
399,대구청,대구강북,관문,1,파출소,053-380-3190,대구광역시 북구 한강로 103
400,인천청,인천중부,신흥,1,지구대,032-760-8303,인천광역시 중구  서해대로 399
401,인천청,인천중부,송림,1,지구대,032-760-8302,인천광역시 동구  송림로 46-1
402,인천청,인천중부,하인천,1,지구대,032-760-8301,인천광역시 중구  제물량로 266
403,인천청,인천중부,공항,1,지구대,032-760-8304,인천광역시 중구  흰바위로27번길 12
404,인천청,인천중부,연안,1,파출소,032-760-8308,인천광역시 중구  연안부두로 22 
405,인천청,인천중부,영흥,1,파출소,032-760-8311,인천광역시 옹진군 영흥면 영흥북로 29
406,인천청,인천중부,북도,1,파출소,032-760-8312,인천광역시 옹진군 시도로 61번길 91
407,인천청,인천중부,대청,1,파출소,032-760-8315,인천광역시 옹진군 대청로 7번길 9
408,인천청,인천중부,연평,1,파출소,032-760-8314,인천광역시 옹진군 연평면 연평로137번길 5
409,인천청,인천중부,백령,1,파출소,032-760-8316,인천광역시 옹진군 백령면 백령로278번길 57
410,인천청,인천중부,덕적,1,파출소,032-760-8313,인천광역시 옹진군 덕적면 덕적북로 117번길
411,인천청,인천중부,용유,1,파출소,032-760-8309,인천광역시 중구 마시란로 314-20 
412,인천청,인천중부,송현,1,파출소,032-760-8305,인천광역시 동구  수문통로 77
413,인천청,인천중부,동인천,1,파출소,032-760-8306,인천광역시 중구  참외전로 131
414,인천청,인천중부,서흥,1,파출소,032-760-8307,인천광역시 동구  샛골로 195 
415,인천청,인천중부,영종,1,지구대,032-760-8319,인천광역시 중구 하늘달빛로 118
416,인천청,인천미추홀,학동,1,지구대,032-717-9301,인천광역시 미추홀구 학익소로 63번길 92 
417,인천청,인천미추홀,숭의,1,지구대,032-717-9303,인천광역시 미추홀구 인주대로 78
418,인천청,인천미추홀,도화,1,지구대,032-717-9305,인천광역시 미추홀구 숙골로 87번길 22 
419,인천청,인천미추홀,주안역,1,지구대,032-717-9307,인천광역시 미추홀구  주안로 71 
